nmfreq,tauO,tauO,tauO,tauO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO
5.5000000e+00,5.0000000e+01,1.8883913e+01,6.8595351e+00,2.5787356e+00,5.5085733e-02,7.1374358e-02,1.0428171e-01,1.2596973e-01,5.5649976e+00,5.6664281e+00,5.8517860e+00,6.2978550e+00
5.6000000e+00,5.0000000e+01,1.9158735e+01,6.9290839e+00,2.5999591e+00,5.4690795e-02,7.0207945e-02,1.0269800e-01,1.2409168e-01,5.6645906e+00,5.7654021e+00,5.9486417e+00,6.3905487e+00
5.7000000e+00,5.0000000e+01,1.9534389e+01,6.9999497e+00,2.6203818e+00,5.4493490e-02,6.8933737e-02,1.0113119e-01,1.2226913e-01,5.7644148e+00,5.8649201e+00,6.0458328e+00,6.4835302e+00
5.8000000e+00,5.0000000e+01,1.9597627e+01,7.0514046e+00,2.6399278e+00,5.4108866e-02,6.8161732e-02,9.9609824e-02,1.2032753e-01,5.8642325e+00,5.9643937e+00,6.1439563e+00,6.5780560e+00
5.9000000e+00,5.0000000e+01,2.0105256e+01,7.1377319e+00,2.6624512e+00,5.3867867e-02,6.6763711e-02,9.8129769e-02,1.1871923e-01,5.9638610e+00,6.0634762e+00,6.2403571e+00,6.6699959e+00
6.0000000e+00,5.0000000e+01,2.0161456e+01,7.1855493e+00,2.6810259e+00,5.3592209e-02,6.6052198e-02,9.6662342e-02,1.1684058e-01,6.0638526e+00,6.1633677e+00,6.3390057e+00,6.7651944e+00
6.1000000e+00,5.0000000e+01,2.0637772e+01,7.2727719e+00,2.7039576e+00,5.3311631e-02,6.4778751e-02,9.5249576e-02,1.1531262e-01,6.1634553e+00,6.2623868e+00,6.4355226e+00,6.8573642e+00
6.2000000e+00,5.0000000e+01,2.0856572e+01,7.3342799e+00,2.7236906e+00,5.3098466e-02,6.3895665e-02,9.3844574e-02,1.1362118e-01,6.2634033e+00,6.3621998e+00,6.5336827e+00,6.9518313e+00
6.3000000e+00,5.0000000e+01,2.1074566e+01,7.4021607e+00,2.7453255e+00,5.2745375e-02,6.3026193e-02,9.2505404e-02,1.1202274e-01,6.3630995e+00,6.4614212e+00,6.6312267e+00,7.0456391e+00
6.4000000e+00,5.0000000e+01,2.1585948e+01,7.4909287e+00,2.7674644e+00,5.2578771e-02,6.1835244e-02,9.1151192e-02,1.1059539e-01,6.4628956e+00,6.5609016e+00,6.7283148e+00,7.1384997e+00
6.5000000e+00,5.0000000e+01,2.1621087e+01,7.5412373e+00,2.7871834e+00,5.2261686e-02,6.1238399e-02,8.9867659e-02,1.0894708e-01,6.5627873e+00,6.6605858e+00,6.8269094e+00,7.2338540e+00
6.6000000e+00,5.0000000e+01,2.2181775e+01,7.6384734e+00,2.8108594e+00,5.2031762e-02,6.0054293e-02,8.8586906e-02,1.0764053e-01,6.6624449e+00,6.7597388e+00,6.9236177e+00,7.3262904e+00
6.7000000e+00,5.0000000e+01,2.2372083e+01,7.7012213e+00,2.8308068e+00,5.1823040e-02,5.9327888e-02,8.7326784e-02,1.0613422e-01,6.7624061e+00,6.8596099e+00,7.0220884e+00,7.4213069e+00
6.8000000e+00,5.0000000e+01,2.2657807e+01,7.7767420e+00,2.8532837e+00,5.1511047e-02,5.8504380e-02,8.6130883e-02,1.0475210e-01,6.8621108e+00,6.9588667e+00,7.1196792e+00,7.5152707e+00
6.9000000e+00,5.0000000e+01,2.3197174e+01,7.8710087e+00,2.8757922e+00,5.1366621e-02,5.7462411e-02,8.4898413e-02,1.0349307e-01,6.9619609e+00,7.0584875e+00,7.2171324e+00,7.6086824e+00
7.0000000e+00,5.0000000e+01,2.3225034e+01,7.9230765e+00,2.8959406e+00,5.1062831e-02,5.6949235e-02,8.3761158e-02,1.0202872e-01,7.0618345e+00,7.1581582e+00,7.3158498e+00,7.7043851e+00
7.1000000e+00,5.0000000e+01,2.3877102e+01,8.0312102e+00,2.9203062e+00,5.0874070e-02,5.5853288e-02,8.2587144e-02,1.0090213e-01,7.1615446e+00,7.2574424e+00,7.4127806e+00,7.7971352e+00
7.2000000e+00,5.0000000e+01,2.3949405e+01,8.0857939e+00,2.9396017e+00,5.0659448e-02,5.5337123e-02,8.1467272e-02,9.9502247e-02,7.2615417e+00,7.3574321e+00,7.5118098e+00,7.8931569e+00
7.3000000e+00,5.0000000e+01,2.4524246e+01,8.1882026e+00,2.9640058e+00,5.0433476e-02,5.4373437e-02,8.0361617e-02,9.8389962e-02,7.3612396e+00,7.4566846e+00,7.6089927e+00,7.9864397e+00
7.4000000e+00,5.0000000e+01,2.4852982e+01,8.2664110e+00,2.9850085e+00,5.0271726e-02,5.3671016e-02,7.9258589e-02,9.7159865e-02,7.4611902e+00,7.5565738e+00,7.7074577e+00,8.0815146e+00
7.5000000e+00,5.0000000e+01,2.5036499e+01,8.3343976e+00,3.0070712e+00,4.9980682e-02,5.3087109e-02,7.8244486e-02,9.5924451e-02,7.5609689e+00,7.6560307e+00,7.8057405e+00,8.1767200e+00
7.6000000e+00,5.0000000e+01,2.5746020e+01,8.4485771e+00,3.0309944e+00,4.9851752e-02,5.2120731e-02,7.7153412e-02,9.4911592e-02,7.6607979e+00,7.7556217e+00,7.9032341e+00,8.2702451e+00
7.7000000e+00,5.0000000e+01,2.5737517e+01,8.4970811e+00,3.0508075e+00,4.9594343e-02,5.1725586e-02,7.6186541e-02,9.3627831e-02,7.7607218e+00,7.8554548e+00,8.0023663e+00,8.3667577e+00
7.8000000e+00,5.0000000e+01,2.6417475e+01,8.6103530e+00,3.0757186e+00,4.9401868e-02,5.0826785e-02,7.5170406e-02,9.2657365e-02,7.8604535e+00,7.9548004e+00,8.0997415e+00,8.4603449e+00
7.9000000e+00,5.0000000e+01,2.6696658e+01,8.6849494e+00,3.0964575e+00,4.9237300e-02,5.0260373e-02,7.4185553e-02,9.1521799e-02,7.9604168e+00,8.0547469e+00,8.1985679e+00,8.5561392e+00
8.0000000e+00,5.0000000e+01,2.6947436e+01,8.7599738e+00,3.1190749e+00,4.8972410e-02,4.9704264e-02,7.3269676e-02,9.0432163e-02,8.0601962e+00,8.1542169e+00,8.2968933e+00,8.6515066e+00
8.1000000e+00,5.0000000e+01,2.7686025e+01,8.8763158e+00,3.1429121e+00,4.8854934e-02,4.8866960e-02,7.2278111e-02,8.9505943e-02,8.1600645e+00,8.2539239e+00,8.3947903e+00,8.7457366e+00
8.2000000e+00,5.0000000e+01,2.7646409e+01,8.9231034e+00,3.1628620e+00,4.8602385e-02,4.8535561e-02,7.1420451e-02,8.8337852e-02,8.2599739e+00,8.3537416e+00,8.4940423e+00,8.8426212e+00
8.3000000e+00,5.0000000e+01,2.8525881e+01,9.0527513e+00,3.1879627e+00,4.8477353e-02,4.7658460e-02,7.0462799e-02,8.7495799e-02,8.3597857e+00,8.4533032e+00,8.5916742e+00,8.9365007e+00
8.4000000e+00,5.0000000e+01,2.8525843e+01,9.1029012e+00,3.2076506e+00,4.8261583e-02,4.7326123e-02,6.9623306e-02,8.6376843e-02,8.4597381e+00,8.5532449e+00,8.6910544e+00,9.0335249e+00
8.5000000e+00,5.0000000e+01,2.9154584e+01,9.2106955e+00,3.2323377e+00,4.8060236e-02,4.6628273e-02,6.8758022e-02,8.5498098e-02,8.5594985e+00,8.6526704e+00,8.7889607e+00,9.1281791e+00
8.6000000e+00,5.0000000e+01,2.9631653e+01,9.3016907e+00,3.2540000e+00,4.7928007e-02,4.6063011e-02,6.7888256e-02,8.4551363e-02,8.6594485e+00,8.7526104e+00,8.8877738e+00,9.2240587e+00
8.7000000e+00,5.0000000e+01,2.9726140e+01,9.3616718e+00,3.2756353e+00,4.7675614e-02,4.5685728e-02,6.7117755e-02,8.3542712e-02,8.7592832e+00,8.8522404e+00,8.9866811e+00,9.3205796e+00
8.8000000e+00,5.0000000e+01,3.0643836e+01,9.4924393e+00,3.3004015e+00,4.7560190e-02,4.4922111e-02,6.6245889e-02,8.2763351e-02,8.8591316e+00,8.9519074e+00,9.0846950e+00,9.4151479e+00
8.9000000e+00,5.0000000e+01,3.0586348e+01,9.5372896e+00,3.3199308e+00,4.7344471e-02,4.4651811e-02,6.5502595e-02,8.1730003e-02,8.9590749e+00,9.0518406e+00,9.1842097e+00,9.5125818e+00
9.0000000e+00,5.0000000e+01,3.1335709e+01,9.6540905e+00,3.3451185e+00,4.7166113e-02,4.3993779e-02,6.4707695e-02,8.0946051e-02,9.0588558e+00,9.1513222e+00,9.2822567e+00,9.6075143e+00
9.1000000e+00,5.0000000e+01,3.1753065e+01,9.7381018e+00,3.3662266e+00,4.7029785e-02,4.3533416e-02,6.3931346e-02,8.0054717e-02,9.1588173e+00,9.2513083e+00,9.3813744e+00,9.7040546e+00
9.2000000e+00,5.0000000e+01,3.1899776e+01,9.8035526e+00,3.3881623e+00,4.6793933e-02,4.3173447e-02,6.3229520e-02,7.9151042e-02,9.2586478e+00,9.3509344e+00,9.4803016e+00,9.8007017e+00
9.3000000e+00,5.0000000e+01,3.2869330e+01,9.9340689e+00,3.4127273e+00,4.6686132e-02,4.2499474e-02,6.2440396e-02,7.8424517e-02,9.3585246e+00,9.4506824e+00,9.5786265e+00,9.8958851e+00
9.4000000e+00,5.0000000e+01,3.2752948e+01,9.9747886e+00,3.4322267e+00,4.6471891e-02,4.2276708e-02,6.1776499e-02,7.7471281e-02,9.4584580e+00,9.5506013e+00,9.6782288e+00,9.9936272e+00
9.5000000e+00,5.0000000e+01,3.3783355e+01,1.0110077e+01,3.4575193e+00,4.6347136e-02,4.1609811e-02,6.1022502e-02,7.6786612e-02,9.5582949e+00,9.6502367e+00,9.7764336e+00,1.0088730e+01
9.6000000e+00,5.0000000e+01,3.3803503e+01,1.0160952e+01,3.4770078e+00,4.6167725e-02,4.1351796e-02,6.0363258e-02,7.5885705e-02,9.6582577e+00,9.7502417e+00,9.8760563e+00,1.0186419e+01
9.7000000e+00,5.0000000e+01,3.4407539e+01,1.0262862e+01,3.5013594e+00,4.5977143e-02,4.0862250e-02,5.9691030e-02,7.5148882e-02,9.7580618e+00,9.8497886e+00,9.9745682e+00,1.0282364e+01
9.8000000e+00,5.0000000e+01,3.5111525e+01,1.0367501e+01,3.5235391e+00,4.5863790e-02,4.0383137e-02,5.8992240e-02,7.4404578e-02,9.8580069e+00,9.9497373e+00,1.0073600e+01,1.0378846e+01
9.9000000e+00,5.0000000e+01,3.5056871e+01,1.0414171e+01,3.5442882e+00,4.5640178e-02,4.0145865e-02,5.8399370e-02,7.3556279e-02,9.9578818e+00,1.0049496e+01,1.0172966e+01,1.0476414e+01
1.0000000e+01,5.0000000e+01,3.6201499e+01,1.0554933e+01,3.5695580e+00,4.5527009e-02,3.9534907e-02,5.7704329e-02,7.2929683e-02,1.0057741e+01,1.0149191e+01,1.0271370e+01,1.0571907e+01
1.0100000e+01,5.0000000e+01,3.6143902e+01,1.0598713e+01,3.5887404e+00,4.5346597e-02,3.9324265e-02,5.7116735e-02,7.2088356e-02,1.0157698e+01,1.0249190e+01,1.0371098e+01,1.0669940e+01
1.0200000e+01,5.0000000e+01,3.6877254e+01,1.0709173e+01,3.6134374e+00,4.5173005e-02,3.8855606e-02,5.6494132e-02,7.1425649e-02,1.0257514e+01,1.0348767e+01,1.0469684e+01,1.0766055e+01
1.0300000e+01,5.0000000e+01,3.7548040e+01,1.0807119e+01,3.6350083e+00,4.5057928e-02,3.8448299e-02,5.5865543e-02,7.0721924e-02,1.0357471e+01,1.0448752e+01,1.0568933e+01,1.0863042e+01
1.0400000e+01,5.0000000e+01,3.7524090e+01,1.0857502e+01,3.6561710e+00,4.4845409e-02,3.8220106e-02,5.5322922e-02,6.9951197e-02,1.0457341e+01,1.0548498e+01,1.0668292e+01,1.0960691e+01
1.0500000e+01,5.0000000e+01,3.8765816e+01,1.0998939e+01,3.6810751e+00,4.4740043e-02,3.7666009e-02,5.4688803e-02,6.9367093e-02,1.0557221e+01,1.0648251e+01,1.0766909e+01,1.1056630e+01
1.0600000e+01,5.0000000e+01,3.8631549e+01,1.1038384e+01,3.7001867e+00,4.4560177e-02,3.7491330e-02,5.4157387e-02,6.8585291e-02,1.0657173e+01,1.0748238e+01,1.0866697e+01,1.1154894e+01
1.0700000e+01,5.0000000e+01,3.9751905e+01,1.1171491e+01,3.7253115e+00,4.4429968e-02,3.6990256e-02,5.3560690e-02,6.8007678e-02,1.0757026e+01,1.0847914e+01,1.0965331e+01,1.1251015e+01
