nmfreq,tauO,tauO,tauO,cO,cO,cO,omegaO,omegaO,omegaO
2.0000000e-01,1.2237669e+01,5.1972186e+00,1.8247091e+00,2.7183318e-01,3.8464138e-01,5.2139151e-01,3.6265476e-01,6.4354948e-01,1.2609375e+00
3.0000000e-01,1.1126731e+01,5.0160242e+00,1.8952107e+00,2.7099599e-01,3.7261870e-01,4.8081120e-01,4.7471557e-01,7.7144611e-01,1.4039534e+00
4.0000000e-01,1.0505494e+01,4.8908189e+00,1.9384810e+00,2.6509429e-01,3.5936134e-01,4.4994563e-01,5.8158720e-01,8.8789180e-01,1.5279015e+00
5.0000000e-01,1.0137058e+01,4.8048691e+00,1.9671084e+00,2.5719445e-01,3.4614584e-01,4.2489703e-01,6.8538098e-01,9.9757122e-01,1.6413765e+00
6.0000000e-01,9.9186741e+00,4.7471224e+00,1.9874737e+00,2.4855582e-01,3.3339481e-01,4.0374829e-01,7.8718467e-01,1.1028052e+00,1.7481989e+00
7.0000000e-01,9.7699916e+00,4.6948417e+00,1.9975427e+00,2.4024003e-01,3.2187553e-01,3.8573972e-01,8.8788326e-01,1.2060243e+00,1.8536254e+00
8.0000000e-01,9.6918343e+00,4.6593328e+00,2.0004500e+00,2.3197299e-01,3.1092372e-01,3.7019588e-01,9.8758241e-01,1.3069330e+00,1.9559419e+00
9.0000000e-01,9.6709658e+00,4.6399454e+00,2.0015152e+00,2.2383004e-01,3.0042708e-01,3.5633741e-01,1.0865117e+00,1.4058627e+00,2.0549015e+00
1.0000000e+00,9.6379293e+00,4.6248600e+00,2.0015960e+00,2.1681135e-01,2.9035192e-01,3.4332980e-01,1.1858931e+00,1.5051579e+00,2.1535293e+00
1.1000000e+00,9.6923065e+00,4.6299258e+00,2.0026831e+00,2.0923052e-01,2.8084776e-01,3.3187856e-01,1.2838361e+00,1.6015056e+00,2.2480557e+00
1.2000000e+00,9.7310968e+00,4.6390228e+00,2.0043950e+00,2.0248351e-01,2.7178264e-01,3.2106956e-01,1.3819306e+00,1.6979480e+00,2.3421928e+00
1.3000000e+00,9.8271236e+00,4.6592884e+00,2.0070904e+00,1.9562997e-01,2.6325095e-01,3.1124537e-01,1.4793674e+00,1.7928669e+00,2.4341083e+00
1.4000000e+00,9.8672523e+00,4.6765848e+00,2.0101497e+00,1.9004270e-01,2.5507396e-01,3.0159211e-01,1.5776318e+00,1.8893743e+00,2.5275789e+00
1.5000000e+00,1.0017652e+01,4.7131600e+00,2.0150496e+00,1.8348536e-01,2.4741223e-01,2.9323265e-01,1.6743342e+00,1.9824702e+00,2.6166131e+00
1.6000000e+00,1.0129161e+01,4.7469247e+00,2.0203671e+00,1.7791746e-01,2.4009439e-01,2.8501191e-01,1.7717574e+00,2.0769110e+00,2.7070331e+00
1.7000000e+00,1.0244476e+01,4.7847372e+00,2.0267066e+00,1.7266204e-01,2.3314013e-01,2.7724539e-01,1.8690924e+00,2.1711526e+00,2.7969688e+00
1.8000000e+00,1.0390946e+01,4.8286350e+00,2.0340749e+00,1.6747982e-01,2.2654709e-01,2.6999778e-01,1.9662250e+00,2.2648105e+00,2.8859860e+00
1.9000000e+00,1.0514472e+01,4.8720948e+00,2.0423276e+00,1.6282627e-01,2.2026571e-01,2.6297262e-01,2.0636283e+00,2.3589956e+00,2.9755225e+00
2.0000000e+00,1.0680206e+01,4.9235116e+00,2.0515725e+00,1.5808260e-01,2.1430371e-01,2.5647624e-01,2.1606494e+00,2.4523160e+00,3.0638129e+00
2.1000000e+00,1.0829803e+01,4.9748689e+00,2.0616602e+00,1.5377325e-01,2.0859950e-01,2.5018552e-01,2.2579585e+00,2.5461076e+00,3.1525299e+00
2.2000000e+00,1.0998396e+01,5.0298432e+00,2.0725242e+00,1.4953985e-01,2.0320396e-01,2.4423684e-01,2.3550846e+00,2.6395790e+00,3.2408366e+00
2.3000000e+00,1.1184307e+01,5.0883721e+00,2.0842761e+00,1.4544013e-01,1.9805068e-01,2.3859281e-01,2.4522179e+00,2.7329219e+00,3.3288288e+00
2.4000000e+00,1.1370957e+01,5.1497211e+00,2.0968756e+00,1.4152740e-01,1.9312239e-01,2.3320594e-01,2.5493273e+00,2.8262287e+00,3.4166837e+00
2.5000000e+00,1.1600260e+01,5.2171516e+00,2.1103928e+00,1.3756113e-01,1.8843236e-01,2.2816260e-01,2.6462478e+00,2.9190367e+00,3.5038299e+00
2.6000000e+00,1.1799900e+01,5.2819881e+00,2.1244651e+00,1.3399660e-01,1.8393830e-01,2.2320398e-01,2.7434859e+00,3.0124999e+00,3.5917597e+00
2.7000000e+00,1.2091250e+01,5.3605645e+00,2.1397585e+00,1.3003758e-01,1.7965784e-01,2.1874625e-01,2.8400807e+00,3.1045543e+00,3.6777943e+00
2.8000000e+00,1.2335684e+01,5.4332302e+00,2.1553807e+00,1.2660390e-01,1.7554093e-01,2.1426696e-01,2.9372376e+00,3.1977180e+00,3.7651995e+00
2.9000000e+00,1.2682262e+01,5.5215934e+00,2.1724878e+00,1.2274295e-01,1.7161224e-01,2.1027021e-01,3.0336715e+00,3.2893695e+00,3.8505889e+00
3.0000000e+00,1.3032960e+01,5.6093491e+00,2.1899104e+00,1.1913715e-01,1.6783861e-01,2.0636526e-01,3.1303989e+00,3.3815134e+00,3.9365514e+00
3.1000000e+00,1.3424881e+01,5.7046785e+00,2.2084996e+00,1.1549703e-01,1.6421190e-01,2.0270200e-01,3.2269106e+00,3.4732370e+00,4.0219133e+00
3.2000000e+00,1.3973780e+01,5.8168965e+00,2.2284823e+00,1.1140853e-01,1.6074897e-01,1.9946374e-01,3.3228432e+00,3.5635907e+00,4.1054084e+00
3.3000000e+00,1.4406384e+01,5.9162396e+00,2.2480525e+00,1.0809880e-01,1.5738437e-01,1.9602497e-01,3.4196535e+00,3.6558440e+00,4.1913470e+00
3.4000000e+00,1.5211500e+01,6.0548469e+00,2.2707295e+00,1.0357669e-01,1.5419086e-01,1.9335643e-01,3.5148943e+00,3.7446802e+00,4.2727470e+00
3.5000000e+00,1.5712118e+01,6.1569678e+00,2.2912277e+00,1.0056049e-01,1.5108238e-01,1.9009931e-01,3.6120203e+00,3.8375046e+00,4.3593761e+00
3.6000000e+00,1.6775736e+01,6.3120291e+00,2.3157760e+00,9.5968925e-02,1.4812737e-01,1.8775025e-01,3.7071299e+00,3.9260171e+00,4.4402678e+00
3.7000000e+00,1.7291762e+01,6.4090434e+00,2.3367630e+00,9.3422979e-02,1.4526254e-01,1.8454854e-01,3.8048013e+00,4.0199277e+00,4.5283621e+00
3.8000000e+00,1.8303066e+01,6.5482241e+00,2.3611604e+00,8.9727922e-02,1.4252013e-01,1.8202444e-01,3.9009721e+00,4.1106923e+00,4.6122635e+00
3.9000000e+00,1.8993009e+01,6.6516234e+00,2.3833073e+00,8.7196608e-02,1.3988872e-01,1.7906766e-01,3.9986619e+00,4.2045599e+00,4.7003476e+00
4.0000000e+00,1.9702383e+01,6.7616963e+00,2.4064010e+00,8.4719216e-02,1.3731041e-01,1.7624780e-01,4.0962616e+00,4.2983261e+00,4.7882355e+00
4.1000000e+00,2.0713648e+01,6.8820675e+00,2.4303955e+00,8.1918034e-02,1.3487176e-01,1.7365721e-01,4.1936066e+00,4.3913790e+00,4.8752457e+00
4.2000000e+00,2.1095703e+01,6.9654787e+00,2.4521625e+00,8.0397970e-02,1.3246297e-01,1.7064819e-01,4.2923410e+00,4.4875143e+00,4.9663590e+00
4.3000000e+00,2.2266152e+01,7.0943532e+00,2.4775167e+00,7.7665261e-02,1.3016562e-01,1.6826971e-01,4.3896934e+00,4.5805541e+00,5.0533316e+00
4.4000000e+00,2.2642476e+01,7.1742358e+00,2.4994519e+00,7.6373231e-02,1.2791492e-01,1.6538443e-01,4.4887310e+00,4.6772184e+00,5.1451850e+00
4.5000000e+00,2.3568088e+01,7.2895494e+00,2.5245094e+00,7.4289901e-02,1.2573432e-01,1.6295272e-01,4.5867478e+00,4.7717324e+00,5.2341461e+00
4.6000000e+00,2.4332870e+01,7.3892629e+00,2.5482794e+00,7.2638976e-02,1.2362295e-01,1.6043129e-01,4.6853984e+00,4.8674166e+00,5.3246889e+00
4.7000000e+00,2.4787627e+01,7.4797684e+00,2.5718940e+00,7.1381100e-02,1.2155209e-01,1.5785676e-01,4.7843237e+00,4.9639295e+00,5.4163675e+00
4.8000000e+00,2.5938100e+01,7.6013844e+00,2.5974294e+00,6.9457158e-02,1.1953105e-01,1.5566812e-01,4.8826672e+00,5.0587934e+00,5.5057236e+00
4.9000000e+00,2.6231927e+01,7.6848317e+00,2.6209788e+00,6.8511130e-02,1.1757287e-01,1.5314792e-01,4.9819351e+00,5.1560400e+00,5.5984367e+00
5.0000000e+00,2.7513695e+01,7.8163077e+00,2.6478657e+00,6.6618784e-02,1.1564288e-01,1.5113415e-01,5.0802290e+00,5.2508286e+00,5.6876854e+00
5.1000000e+00,2.7816360e+01,7.9020991e+00,2.6714734e+00,6.5791535e-02,1.1376777e-01,1.4875253e-01,5.1796870e+00,5.3483458e+00,5.7807304e+00
5.2000000e+00,2.8815271e+01,8.0246374e+00,2.6982062e+00,6.4308452e-02,1.1193073e-01,1.4673503e-01,5.2783313e+00,5.4440677e+00,5.8713070e+00
5.3000000e+00,2.9671079e+01,8.1409224e+00,2.7238400e+00,6.3107374e-02,1.1010184e-01,1.4470291e-01,5.3774252e+00,5.5405359e+00,5.9627816e+00
5.4000000e+00,3.0072933e+01,8.2361506e+00,2.7489277e+00,6.2249321e-02,1.0838528e-01,1.4255656e-01,5.4767182e+00,5.6378719e+00,6.0557168e+00
5.5000000e+00,3.1505616e+01,8.3861449e+00,2.7772225e+00,6.0704651e-02,1.0659207e-01,1.4084602e-01,5.5754014e+00,5.7333060e+00,6.1456533e+00
5.6000000e+00,3.1673694e+01,8.4737235e+00,2.8015091e+00,6.0125237e-02,1.0495074e-01,1.3873250e-01,5.6750414e+00,5.8313699e+00,6.2396005e+00
5.7000000e+00,3.3027280e+01,8.6229192e+00,2.8304118e+00,5.8738827e-02,1.0325867e-01,1.3707510e-01,5.7737974e+00,5.9271545e+00,6.3301424e+00
5.8000000e+00,3.3716458e+01,8.7429913e+00,2.8564164e+00,5.7912902e-02,1.0161434e-01,1.3524692e-01,5.8732385e+00,6.0244911e+00,6.4228652e+00
5.9000000e+00,3.4346237e+01,8.8581916e+00,2.8832855e+00,5.7078338e-02,1.0007120e-01,1.3343938e-01,5.9725122e+00,6.1217813e+00,6.5157748e+00
6.0000000e+00,3.5746039e+01,9.0209215e+00,2.9118712e+00,5.5942513e-02,9.8406351e-02,1.3191606e-01,6.0716563e+00,6.2181853e+00,6.6069592e+00
6.1000000e+00,3.6048152e+01,9.1210595e+00,2.9377605e+00,5.5362022e-02,9.6972020e-02,1.3009569e-01,6.1711880e+00,6.3161952e+00,6.7010316e+00
6.2000000e+00,3.7872776e+01,9.3092766e+00,2.9682207e+00,5.4096176e-02,9.5348363e-02,1.2875060e-01,6.2701199e+00,6.4121727e+00,6.7916020e+00
6.3000000e+00,3.7957316e+01,9.4017522e+00,2.9932180e+00,5.3705450e-02,9.3985787e-02,1.2695614e-01,6.3699031e+00,6.5107444e+00,6.8865058e+00
6.4000000e+00,3.9519284e+01,9.5745942e+00,3.0234226e+00,5.2632489e-02,9.2502103e-02,1.2558384e-01,6.4689379e+00,6.6072698e+00,6.9781415e+00
6.5000000e+00,4.0402660e+01,9.7166919e+00,3.0506563e+00,5.1973929e-02,9.1081502e-02,1.2407265e-01,6.5684953e+00,6.7050358e+00,7.0715950e+00
6.6000000e+00,4.0926776e+01,9.8326537e+00,3.0778428e+00,5.1401444e-02,8.9804875e-02,1.2249903e-01,6.6679942e+00,6.8030629e+00,7.1658327e+00
6.7000000e+00,4.2897342e+01,1.0033642e+01,3.1085463e+00,5.0387223e-02,8.8339242e-02,1.2128467e-01,6.7671659e+00,6.8997511e+00,7.2575244e+00
6.8000000e+00,4.2777475e+01,1.0118145e+01,3.1332801e+00,5.0122183e-02,8.7179641e-02,1.1963990e-01,6.8670124e+00,6.9987298e+00,7.3533222e+00
6.9000000e+00,4.4823178e+01,1.0319752e+01,3.1647264e+00,4.9130373e-02,8.5812889e-02,1.1847090e-01,6.9661192e+00,7.0954818e+00,7.4453102e+00
7.0000000e+00,4.5342662e+01,1.0441480e+01,3.1907686e+00,4.8722756e-02,8.4621813e-02,1.1701775e-01,7.0658774e+00,7.1940547e+00,7.5403161e+00
7.1000000e+00,4.6226166e+01,1.0577560e+01,3.2192192e+00,4.8140726e-02,8.3471872e-02,1.1565991e-01,7.1653389e+00,7.2920678e+00,7.6346624e+00
7.2000000e+00,4.7851901e+01,1.0758233e+01,3.2477669e+00,4.7477093e-02,8.2219098e-02,1.1445368e-01,7.2648609e+00,7.3898850e+00,7.7283002e+00
7.3000000e+00,4.8113663e+01,1.0860566e+01,3.2743760e+00,4.7111979e-02,8.1194144e-02,1.1303548e-01,7.3645359e+00,7.4885926e+00,7.8239179e+00
7.4000000e+00,5.0000000e+01,1.1063002e+01,3.3050254e+00,4.6407306e-02,7.9963395e-02,1.1192889e-01,7.4639052e+00,7.5861848e+00,7.9172561e+00
7.5000000e+00,4.9999815e+01,1.1145527e+01,3.3295773e+00,4.6164954e-02,7.9023442e-02,1.1050853e-01,7.5637785e+00,7.6853711e+00,8.0137054e+00
7.6000000e+00,4.9999999e+01,1.1282032e+01,3.3583389e+00,4.5913194e-02,7.7941590e-02,1.0922292e-01,7.6634018e+00,7.7841175e+00,8.1091585e+00
7.7000000e+00,5.0000000e+01,1.1391901e+01,3.3838815e+00,4.5724806e-02,7.6947733e-02,1.0790326e-01,7.7632794e+00,7.8833355e+00,8.2054338e+00
7.8000000e+00,5.0000000e+01,1.1489517e+01,3.4106071e+00,4.5459010e-02,7.6038891e-02,1.0660333e-01,7.8630008e+00,7.9823149e+00,8.3016559e+00
7.9000000e+00,4.9999983e+01,1.1634173e+01,3.4385476e+00,4.5274614e-02,7.4990531e-02,1.0539893e-01,7.9627458e+00,8.0813281e+00,8.3974670e+00
8.0000000e+00,5.0000000e+01,1.1710917e+01,3.4631457e+00,4.5048647e-02,7.4171981e-02,1.0410975e-01,8.0626185e+00,8.1806223e+00,8.4943148e+00
8.1000000e+00,5.0000000e+01,1.1852526e+01,3.4920712e+00,4.4826674e-02,7.3192292e-02,1.0295604e-01,8.1622747e+00,8.2795136e+00,8.5901464e+00
8.2000000e+00,5.0000000e+01,1.1954186e+01,3.5172089e+00,4.4652924e-02,7.2329027e-02,1.0174957e-01,8.2621715e+00,8.3788799e+00,8.6869089e+00
8.3000000e+00,5.0000000e+01,1.2068060e+01,3.5446656e+00,4.4423975e-02,7.1469793e-02,1.0059921e-01,8.3618923e+00,8.4779307e+00,8.7832730e+00
8.4000000e+00,5.0000000e+01,1.2189776e+01,3.5709340e+00,4.4265416e-02,7.0589444e-02,9.9467994e-02,8.4617472e+00,8.5772527e+00,8.8798915e+00
8.5000000e+00,5.0000000e+01,1.2271873e+01,3.5965812e+00,4.4034600e-02,6.9848590e-02,9.8316312e-02,8.5615488e+00,8.6764873e+00,8.9768239e+00
8.6000000e+00,5.0000000e+01,1.2422465e+01,3.6252038e+00,4.3861412e-02,6.8939874e-02,9.7276038e-02,8.6612774e+00,8.7755929e+00,9.0730483e+00
8.7000000e+00,5.0000000e+01,1.2497289e+01,3.6493438e+00,4.3676490e-02,6.8236568e-02,9.6148110e-02,8.7611890e+00,8.8750759e+00,9.1703827e+00
8.8000000e+00,5.0000000e+01,1.2626993e+01,3.6779492e+00,4.3465737e-02,6.7426467e-02,9.5126816e-02,8.8608849e+00,8.9741362e+00,9.2668341e+00
8.9000000e+00,5.0000000e+01,1.2741785e+01,3.7036452e+00,4.3319490e-02,6.6650044e-02,9.4089113e-02,8.9607642e+00,9.0735862e+00,9.3638628e+00
9.0000000e+00,5.0000000e+01,1.2824214e+01,3.7293986e+00,4.3104072e-02,6.5981793e-02,9.3044967e-02,9.0605669e+00,9.1728819e+00,9.4610360e+00
9.1000000e+00,5.0000000e+01,1.2974679e+01,3.7577937e+00,4.2949312e-02,6.5161946e-02,9.2095180e-02,9.1603288e+00,9.2721184e+00,9.5576345e+00
9.2000000e+00,5.0000000e+01,1.3043627e+01,3.7817037e+00,4.2772490e-02,6.4539402e-02,9.1063969e-02,9.2602406e+00,9.3716602e+00,9.6552400e+00
9.3000000e+00,5.0000000e+01,1.3177593e+01,3.8103378e+00,4.2581263e-02,6.3796990e-02,9.0138457e-02,9.3599573e+00,9.4708138e+00,9.7519552e+00
9.4000000e+00,5.0000000e+01,1.3284813e+01,3.8357407e+00,4.2444447e-02,6.3111335e-02,8.9180428e-02,9.4598557e+00,9.5703652e+00,9.8493506e+00
9.5000000e+00,5.0000000e+01,1.3382269e+01,3.8621136e+00,4.2251462e-02,6.2472713e-02,8.8246365e-02,9.5596499e+00,9.6696900e+00,9.9465980e+00
9.6000000e+00,5.0000000e+01,1.3512422e+01,3.8888499e+00,4.2120564e-02,6.1767082e-02,8.7348635e-02,9.6595022e+00,9.7691710e+00,1.0043814e+01
9.7000000e+00,5.0000000e+01,1.3578704e+01,3.9133769e+00,4.1932268e-02,6.1212818e-02,8.6410851e-02,9.7593668e+00,9.8686564e+00,1.0141524e+01
9.8000000e+00,5.0000000e+01,1.3731388e+01,3.9422078e+00,4.1779488e-02,6.0496488e-02,8.5578517e-02,9.8591206e+00,9.9679384e+00,1.0238432e+01
9.9000000e+00,5.0000000e+01,1.3806211e+01,3.9660374e+00,4.1633304e-02,5.9937158e-02,8.4671377e-02,9.9590511e+00,1.0067594e+01,1.0336326e+01
1.0000000e+01,5.0000000e+01,1.3921050e+01,3.9936814e+00,4.1449208e-02,5.9324961e-02,8.3836879e-02,1.0058811e+01,1.0166885e+01,1.0433569e+01
1.0100000e+01,5.0000000e+01,1.4047224e+01,4.0199236e+00,4.1327369e-02,5.8688565e-02,8.3009580e-02,1.0158684e+01,1.0266452e+01,1.0531073e+01
1.0200000e+01,5.0000000e+01,1.4112077e+01,4.0445928e+00,4.1147970e-02,5.8186239e-02,8.2149697e-02,1.0258548e+01,1.0365970e+01,1.0628958e+01
1.0300000e+01,5.0000000e+01,1.4265377e+01,4.0731288e+00,4.1008343e-02,5.7530636e-02,8.1385472e-02,1.0358326e+01,1.0465341e+01,1.0726127e+01
1.0400000e+01,5.0000000e+01,1.4334808e+01,4.0965810e+00,4.0867246e-02,5.7028923e-02,8.0549412e-02,1.0458260e+01,1.0565038e+01,1.0824232e+01
1.0500000e+01,5.0000000e+01,1.4453743e+01,4.1245682e+00,4.0696493e-02,5.6462333e-02,7.9785686e-02,1.0558031e+01,1.0664382e+01,1.0921653e+01
1.0600000e+01,5.0000000e+01,1.4574164e+01,4.1502093e+00,4.0581496e-02,5.5889481e-02,7.9019439e-02,1.0657922e+01,1.0764023e+01,1.1019426e+01
1.0700000e+01,5.0000000e+01,1.4650076e+01,4.1753386e+00,4.0415094e-02,5.5410273e-02,7.8240306e-02,1.0757777e+01,1.0863551e+01,1.1117366e+01
1.0800000e+01,5.0000000e+01,1.4794361e+01,4.2025185e+00,4.0300139e-02,5.4820624e-02,7.7521400e-02,1.0857624e+01,1.0963110e+01,1.1214965e+01
1.0900000e+01,5.0000000e+01,1.4849479e+01,4.2260555e+00,4.0144685e-02,5.4386918e-02,7.6746201e-02,1.0957533e+01,1.1062767e+01,1.1313211e+01
1.1000000e+01,5.0000000e+01,1.4997179e+01,4.2546884e+00,4.0002836e-02,5.3818973e-02,7.6063212e-02,1.1057313e+01,1.1162171e+01,1.1410667e+01
1.1100000e+01,5.0000000e+01,1.5081447e+01,4.2784283e+00,3.9883635e-02,5.3348580e-02,7.5327514e-02,1.1157248e+01,1.1261924e+01,1.1508902e+01
1.1200000e+01,5.0000000e+01,1.5175777e+01,4.3049591e+00,3.9719665e-02,5.2882626e-02,7.4628102e-02,1.1257064e+01,1.1361386e+01,1.1606772e+01
1.1300000e+01,5.0000000e+01,1.5316779e+01,4.3316826e+00,3.9611749e-02,5.2344764e-02,7.3960836e-02,1.1356929e+01,1.1461012e+01,1.1704596e+01
1.1400000e+01,5.0000000e+01,1.5370304e+01,4.3552094e+00,3.9461847e-02,5.1948123e-02,7.3245212e-02,1.1456836e+01,1.1560685e+01,1.1802970e+01
1.1500000e+01,5.0000000e+01,1.5520827e+01,4.3838500e+00,3.9330262e-02,5.1420935e-02,7.2614825e-02,1.1556633e+01,1.1660146e+01,1.1900605e+01
1.1600000e+01,5.0000000e+01,1.5599021e+01,4.4071219e+00,3.9214353e-02,5.0995712e-02,7.1931034e-02,1.1656574e+01,1.1759932e+01,1.1999013e+01
1.1700000e+01,5.0000000e+01,1.5697690e+01,4.4338494e+00,3.9059878e-02,5.0559824e-02,7.1287792e-02,1.1756395e+01,1.1859424e+01,1.2096997e+01
1.1800000e+01,5.0000000e+01,1.5835711e+01,4.4600685e+00,3.8957860e-02,5.0067432e-02,7.0667198e-02,1.1856277e+01,1.1959105e+01,1.2195022e+01
1.1900000e+01,5.0000000e+01,1.5893032e+01,4.4838160e+00,3.8814708e-02,4.9695916e-02,7.0008462e-02,1.1956179e+01,1.2058787e+01,1.2293471e+01
1.2000000e+01,5.0000000e+01,1.6048882e+01,4.5114163e+00,3.8707219e-02,4.9198079e-02,6.9422392e-02,1.2056023e+01,1.2158387e+01,1.2391358e+01
1.2100000e+01,5.0000000e+01,1.6102091e+01,4.5341620e+00,3.8578425e-02,4.8839470e-02,6.8776655e-02,1.2155959e+01,1.2258159e+01,1.2489960e+01
1.2200000e+01,5.0000000e+01,1.6236714e+01,4.5621496e+00,3.8443852e-02,4.8389523e-02,6.8202865e-02,1.2255769e+01,1.2357657e+01,1.2587873e+01
1.2300000e+01,5.0000000e+01,1.6339406e+01,4.5863569e+00,3.8343544e-02,4.7977085e-02,6.7601118e-02,1.2355700e+01,1.2457457e+01,1.2686313e+01
1.2400000e+01,5.0000000e+01,1.6413033e+01,4.6114040e+00,3.8197899e-02,4.7614977e-02,6.7006340e-02,1.2455563e+01,1.2557058e+01,1.2784665e+01
1.2500000e+01,5.0000000e+01,1.6567666e+01,4.6387493e+00,3.8096709e-02,4.7155589e-02,6.6459210e-02,1.2555422e+01,1.2656708e+01,1.2882729e+01
1.2600000e+01,5.0000000e+01,1.6617757e+01,4.6614844e+00,3.7971368e-02,4.6827071e-02,6.5857681e-02,1.2655358e+01,1.2756492e+01,1.2981437e+01
1.2700000e+01,5.0000000e+01,1.6757813e+01,4.6894181e+00,3.7845387e-02,4.6403092e-02,6.5327414e-02,1.2755179e+01,1.2856028e+01,1.3079467e+01
1.2800000e+01,5.0000000e+01,1.6856320e+01,4.7131807e+00,3.7748098e-02,4.6024878e-02,6.4765294e-02,1.2855117e+01,1.2955857e+01,1.3178046e+01
1.2900000e+01,5.0000000e+01,1.6932817e+01,4.7382409e+00,3.7608941e-02,4.5684977e-02,6.4214946e-02,1.2954983e+01,1.3055474e+01,1.3276476e+01
1.3000000e+01,5.0000000e+01,1.7087387e+01,4.7653855e+00,3.7513433e-02,4.5258501e-02,6.3703706e-02,1.3054856e+01,1.3155168e+01,1.3374693e+01
1.3100000e+01,5.0000000e+01,1.7132215e+01,4.7877087e+00,3.7390942e-02,4.4958268e-02,6.3142344e-02,1.3154794e+01,1.3254966e+01,1.3473501e+01
1.3200000e+01,5.0000000e+01,1.7293530e+01,4.8157103e+00,3.7286600e-02,4.4538990e-02,6.2654221e-02,1.3254639e+01,1.3354588e+01,1.3571638e+01
1.3300000e+01,5.0000000e+01,1.7355961e+01,4.8381888e+00,3.7179641e-02,4.4226263e-02,6.2113163e-02,1.3354590e+01,1.3454437e+01,1.3670462e+01
1.3400000e+01,5.0000000e+01,1.7471295e+01,4.8649848e+00,3.7052251e-02,4.3869868e-02,6.1621585e-02,1.3454431e+01,1.3554020e+01,1.3768769e+01
1.3500000e+01,5.0000000e+01,1.7599697e+01,4.8900226e+00,3.6964108e-02,4.3497386e-02,6.1127145e-02,1.3554352e+01,1.3653832e+01,1.3867315e+01
1.3600000e+01,5.0000000e+01,1.7653534e+01,4.9135963e+00,3.6835815e-02,4.3210847e-02,6.0613485e-02,1.3654256e+01,1.3753550e+01,1.3966050e+01
1.3700000e+01,5.0000000e+01,1.7818659e+01,4.9412843e+00,3.6737656e-02,4.2816071e-02,6.0159094e-02,1.3754113e+01,1.3853210e+01,1.4064304e+01
1.3800000e+01,5.0000000e+01,1.7877596e+01,4.9635837e+00,3.6633177e-02,4.2527918e-02,5.9652104e-02,1.3854065e+01,1.3953070e+01,1.4163218e+01
1.3900000e+01,5.0000000e+01,1.7998956e+01,4.9905545e+00,3.6512557e-02,4.2189618e-02,5.9195382e-02,1.3953913e+01,1.4052676e+01,1.4261601e+01
1.4000000e+01,5.0000000e+01,1.8124812e+01,5.0151716e+00,3.6427072e-02,4.1844370e-02,5.8731550e-02,1.4053842e+01,1.4152513e+01,1.4360261e+01
1.4100000e+01,5.0000000e+01,1.8180006e+01,5.0388467e+00,3.6303438e-02,4.1575389e-02,5.8252388e-02,1.4153745e+01,1.4252238e+01,1.4459057e+01
1.4200000e+01,5.0000000e+01,1.8347821e+01,5.0664522e+00,3.6210700e-02,4.1204444e-02,5.7826773e-02,1.4253615e+01,1.4351933e+01,1.4557425e+01
1.4300000e+01,5.0000000e+01,1.8392488e+01,5.0879353e+00,3.6107513e-02,4.0947276e-02,5.7346334e-02,1.4353576e+01,1.4451818e+01,1.4656471e+01
