nmfreq,tauO,tauO,cO,cO,omegaO,omegaO
1.0400000e+01,2.2516209e+01,4.7675294e+00,5.3362346e-02,9.1535792e-02,1.0476031e+01,1.0697855e+01
1.0500000e+01,2.2673397e+01,4.8006296e+00,5.2964426e-02,9.0689666e-02,1.0575656e+01,1.0795924e+01
1.0600000e+01,2.3007379e+01,4.8391491e+00,5.2402574e-02,8.9939682e-02,1.0675006e+01,1.0893254e+01
1.0700000e+01,2.3235398e+01,4.8732012e+00,5.1967565e-02,8.9146789e-02,1.0774606e+01,1.0991199e+01
1.0800000e+01,2.3504075e+01,4.9100855e+00,5.1484428e-02,8.8393072e-02,1.0874057e+01,1.1088861e+01
1.0900000e+01,2.3829352e+01,4.9467047e+00,5.0982132e-02,8.7666008e-02,1.0973543e+01,1.1186505e+01
1.1000000e+01,2.3973822e+01,4.9799988e+00,5.0625839e-02,8.6883975e-02,1.1073188e+01,1.1284729e+01
1.1100000e+01,2.4356468e+01,5.0186715e+00,5.0088624e-02,8.6205101e-02,1.1172588e+01,1.1382191e+01
1.1200000e+01,2.4519019e+01,5.0514580e+00,4.9742199e-02,8.5449552e-02,1.1272278e+01,1.1480496e+01
1.1300000e+01,2.4802495e+01,5.0884825e+00,4.9294455e-02,8.4757057e-02,1.1371771e+01,1.1578314e+01
1.1400000e+01,2.5102844e+01,5.1239312e+00,4.8860998e-02,8.4073895e-02,1.1471348e+01,1.1676259e+01
1.1500000e+01,2.5247646e+01,5.1572195e+00,4.8534615e-02,8.3352249e-02,1.1571019e+01,1.1774612e+01
1.1600000e+01,2.5630331e+01,5.1954809e+00,4.8050970e-02,8.2720189e-02,1.1670490e+01,1.1872313e+01
1.1700000e+01,2.5769513e+01,5.2275051e+00,4.7750198e-02,8.2014389e-02,1.1770230e+01,1.1970815e+01
1.1800000e+01,2.6070836e+01,5.2644494e+00,4.7330923e-02,8.1378597e-02,1.1869758e+01,1.2068763e+01
1.1900000e+01,2.6306951e+01,5.2980832e+00,4.6983816e-02,8.0720724e-02,1.1969454e+01,1.2167095e+01
1.2000000e+01,2.6528663e+01,5.3332194e+00,4.6630832e-02,8.0078527e-02,1.2069068e+01,1.2265327e+01
1.2100000e+01,2.6871172e+01,5.3696042e+00,4.6223188e-02,7.9474979e-02,1.2168658e+01,1.2363381e+01
1.2200000e+01,2.6981895e+01,5.4015607e+00,4.5958265e-02,7.8814887e-02,1.2268413e+01,1.2462019e+01
1.2300000e+01,2.7355089e+01,5.4392153e+00,4.5535997e-02,7.8243075e-02,1.2367948e+01,1.2559978e+01
1.2400000e+01,2.7524514e+01,5.4715686e+00,4.5253845e-02,7.7614472e-02,1.2467708e+01,1.2658576e+01
1.2500000e+01,2.7762174e+01,5.5070150e+00,4.4920123e-02,7.7021859e-02,1.2567339e+01,1.2756897e+01
1.2600000e+01,2.8090594e+01,5.5426353e+00,4.4556007e-02,7.6455522e-02,1.2666984e+01,1.2855145e+01
1.2700000e+01,2.8198545e+01,5.5745057e+00,4.4311472e-02,7.5842243e-02,1.2766755e+01,1.2953874e+01
1.2800000e+01,2.8579750e+01,5.6120221e+00,4.3921148e-02,7.5310204e-02,1.2866330e+01,1.3051978e+01
1.2900000e+01,2.8730130e+01,5.6438257e+00,4.3670562e-02,7.4720611e-02,1.2966122e+01,1.3150717e+01
1.3000000e+01,2.8984083e+01,5.6794088e+00,4.3354220e-02,7.4172788e-02,1.3065771e+01,1.3249120e+01
1.3100000e+01,2.9260211e+01,5.7130780e+00,4.3050773e-02,7.3629320e-02,1.3165508e+01,1.3347651e+01
1.3200000e+01,2.9430804e+01,5.7468257e+00,4.2787479e-02,7.3075346e-02,1.3265228e+01,1.3446288e+01
1.3300000e+01,2.9804839e+01,5.7832553e+00,4.2438022e-02,7.2573293e-02,1.3364875e+01,1.3544595e+01
1.3400000e+01,2.9898456e+01,5.8144696e+00,4.2228413e-02,7.2012105e-02,1.3464693e+01,1.3643499e+01
1.3500000e+01,3.0252180e+01,5.8513880e+00,4.1890352e-02,7.1523205e-02,1.3564320e+01,1.3741823e+01
1.3600000e+01,3.0458611e+01,5.8839264e+00,4.1640405e-02,7.0999961e-02,1.3664109e+01,1.3840579e+01
1.3700000e+01,3.0643527e+01,5.9179120e+00,4.1388765e-02,7.0486024e-02,1.3763837e+01,1.3939273e+01
1.3800000e+01,3.1013153e+01,5.9539428e+00,4.1068864e-02,7.0014392e-02,1.3863521e+01,1.4037714e+01
1.3900000e+01,3.1100579e+01,5.9849455e+00,4.0874778e-02,6.9489792e-02,1.3963350e+01,1.4136686e+01
1.4000000e+01,3.1467428e+01,6.0220382e+00,4.0557296e-02,6.9033387e-02,1.4063001e+01,1.4235110e+01
1.4100000e+01,3.1658199e+01,6.0541244e+00,4.0331672e-02,6.8540427e-02,1.4162815e+01,1.4333976e+01
1.4200000e+01,3.1858043e+01,6.0883301e+00,4.0090770e-02,6.8062594e-02,1.4262552e+01,1.4432723e+01
1.4300000e+01,3.2192315e+01,6.1228699e+00,3.9814057e-02,6.7610273e-02,1.4362305e+01,1.4531375e+01
1.4400000e+01,3.2314771e+01,6.1551801e+00,3.9613458e-02,6.7128330e-02,1.4462101e+01,1.4630310e+01
1.4500000e+01,3.2719753e+01,6.1920920e+00,3.9308479e-02,6.6704980e-02,1.4561785e+01,1.4728808e+01
1.4600000e+01,3.2818908e+01,6.2228899e+00,3.9130872e-02,6.6226338e-02,1.4661640e+01,1.4827878e+01
1.4700000e+01,3.3134281e+01,6.2591453e+00,3.8861940e-02,6.5799660e-02,1.4761340e+01,1.4926508e+01
1.4800000e+01,3.3401927e+01,6.2925706e+00,3.8628960e-02,6.5362362e-02,1.4861138e+01,1.5025351e+01
1.4900000e+01,3.3533506e+01,6.3250587e+00,3.8437192e-02,6.4912098e-02,1.4960939e+01,1.5124330e+01
1.5000000e+01,3.3942850e+01,6.3618877e+00,3.8153086e-02,6.4513612e-02,1.5060648e+01,1.5222925e+01
1.5100000e+01,3.4035350e+01,6.3924332e+00,3.7988325e-02,6.4063646e-02,1.5160512e+01,1.5322058e+01
1.5200000e+01,3.4369655e+01,6.4290090e+00,3.7731167e-02,6.3664984e-02,1.5260225e+01,1.5420745e+01
1.5300000e+01,3.4624186e+01,6.4620622e+00,3.7518544e-02,6.3251060e-02,1.5360044e+01,1.5519682e+01
1.5400000e+01,3.4812128e+01,6.4955414e+00,3.7319952e-02,6.2836748e-02,1.5459834e+01,1.5618639e+01
1.5500000e+01,3.5163019e+01,6.5305621e+00,3.7079353e-02,6.2448974e-02,1.5559611e+01,1.5717448e+01
1.5600000e+01,3.5242766e+01,6.5617519e+00,3.6924198e-02,6.2025364e-02,1.5659463e+01,1.5816611e+01
1.5700000e+01,3.5663141e+01,6.5990611e+00,3.6659844e-02,6.1661618e-02,1.5759180e+01,1.5915286e+01
1.5800000e+01,3.5801353e+01,6.6301608e+00,3.6497026e-02,6.1253520e-02,1.5859050e+01,1.6014445e+01
1.5900000e+01,3.6061493e+01,6.6653207e+00,3.6285411e-02,6.0875462e-02,1.5958812e+01,1.6113338e+01
1.6000000e+01,3.6407014e+01,6.7000615e+00,3.6063080e-02,6.0508073e-02,1.6058608e+01,1.6212237e+01
1.6100000e+01,3.6492043e+01,6.7312929e+00,3.5914675e-02,6.0110220e-02,1.6158463e+01,1.6311436e+01
1.6200000e+01,3.6921145e+01,6.7687192e+00,3.5665925e-02,5.9766831e-02,1.6258199e+01,1.6410186e+01
1.6300000e+01,3.7044669e+01,6.7995044e+00,3.5517024e-02,5.9379785e-02,1.6358080e+01,1.6509413e+01
1.6400000e+01,3.7326942e+01,6.8349957e+00,3.5312396e-02,5.9025645e-02,1.6457849e+01,1.6608346e+01
1.6500000e+01,3.7661556e+01,6.8694721e+00,3.5107924e-02,5.8676165e-02,1.6557665e+01,1.6707327e+01
1.6600000e+01,3.7783282e+01,6.9013810e+00,3.4957403e-02,5.8305756e-02,1.6657512e+01,1.6806522e+01
1.6700000e+01,3.8204116e+01,6.9378916e+00,3.4731733e-02,5.7976737e-02,1.6757291e+01,1.6905399e+01
1.6800000e+01,3.8267450e+01,6.9681744e+00,3.4604032e-02,5.7604941e-02,1.6857178e+01,1.7004713e+01
1.6900000e+01,3.8670980e+01,7.0055209e+00,3.4381527e-02,5.7284485e-02,1.6956931e+01,1.7103578e+01
1.7000000e+01,3.8876745e+01,7.0374814e+00,3.4224542e-02,5.6936377e-02,1.7056803e+01,1.7202782e+01
1.7100000e+01,3.9065787e+01,7.0710405e+00,3.4061745e-02,5.6596489e-02,1.7156621e+01,1.7301915e+01
1.7200000e+01,3.9486090e+01,7.1073754e+00,3.3851199e-02,5.6283850e-02,1.7256416e+01,1.7400866e+01
1.7300000e+01,3.9541356e+01,7.1376284e+00,3.3732036e-02,5.5931194e-02,1.7356308e+01,1.7500223e+01
1.7400000e+01,3.9965857e+01,7.1752311e+00,3.3518687e-02,5.5629259e-02,1.7456072e+01,1.7599136e+01
1.7500000e+01,4.0158136e+01,7.2067548e+00,3.3374373e-02,5.5297846e-02,1.7555955e+01,1.7698406e+01
1.7600000e+01,4.0364453e+01,7.2408576e+00,3.3216697e-02,5.4977352e-02,1.7655775e+01,1.7797566e+01
1.7700000e+01,4.0784350e+01,7.2769659e+00,3.3019934e-02,5.4680003e-02,1.7755586e+01,1.7896587e+01
1.7800000e+01,4.0847992e+01,7.3072261e+00,3.2904563e-02,5.4347437e-02,1.7855478e+01,1.7995967e+01
1.7900000e+01,4.1321460e+01,7.3447219e+00,3.2697006e-02,5.4064093e-02,1.7955262e+01,1.8094928e+01
1.8000000e+01,4.1399286e+01,7.3746143e+00,3.2584407e-02,5.3738113e-02,1.8055170e+01,1.8194339e+01
1.8100000e+01,4.1753359e+01,7.4111628e+00,3.2402804e-02,5.3450146e-02,1.8154961e+01,1.8293396e+01
1.8200000e+01,4.2050152e+01,7.4445185e+00,3.2247505e-02,5.3152674e-02,1.8254827e+01,1.8392622e+01
1.8300000e+01,4.2162988e+01,7.4764224e+00,3.2123883e-02,5.2844098e-02,1.8354691e+01,1.8491955e+01
1.8400000e+01,4.2644980e+01,7.5138617e+00,3.1927726e-02,5.2574765e-02,1.8454489e+01,1.8590974e+01
1.8500000e+01,4.2709432e+01,7.5435765e+00,3.1823760e-02,5.2263809e-02,1.8554402e+01,1.8690430e+01
1.8600000e+01,4.3092130e+01,7.5802897e+00,3.1646742e-02,5.1993030e-02,1.8654198e+01,1.8789514e+01
1.8700000e+01,4.3376396e+01,7.6133088e+00,3.1503300e-02,5.1708497e-02,1.8754075e+01,1.8888802e+01
1.8800000e+01,4.3501722e+01,7.6451914e+00,3.1383188e-02,5.1417104e-02,1.8853941e+01,1.8988156e+01
1.8900000e+01,4.3990468e+01,7.6828965e+00,3.1198092e-02,5.1160008e-02,1.8953749e+01,1.9087232e+01
1.9000000e+01,4.4019131e+01,7.7116479e+00,3.1106101e-02,5.0861587e-02,1.9053673e+01,1.9186749e+01
1.9100000e+01,4.4509078e+01,7.7495974e+00,3.0921697e-02,5.0611864e-02,1.9153470e+01,1.9285817e+01
1.9200000e+01,4.4640510e+01,7.7798731e+00,3.0814566e-02,5.0327146e-02,1.9253383e+01,1.9385275e+01
1.9300000e+01,4.4914699e+01,7.8146176e+00,3.0671357e-02,5.0064217e-02,1.9353215e+01,1.9484522e+01
1.9400000e+01,4.5319221e+01,7.8497958e+00,3.0516208e-02,4.9809509e-02,1.9453069e+01,1.9583759e+01
1.9500000e+01,4.5368915e+01,7.8796639e+00,3.0420939e-02,4.9529508e-02,1.9552972e+01,1.9683249e+01
1.9600000e+01,4.5876182e+01,7.9176958e+00,3.0244458e-02,4.9292298e-02,1.9652777e+01,1.9782358e+01
1.9700000e+01,4.5991376e+01,7.9475211e+00,3.0145648e-02,4.9019830e-02,1.9752697e+01,1.9881861e+01
1.9800000e+01,4.6290236e+01,7.9826128e+00,3.0005718e-02,4.8771277e-02,1.9852531e+01,1.9981127e+01
1.9900000e+01,4.6686026e+01,8.0172070e+00,2.9861176e-02,4.8527302e-02,1.9952396e+01,2.0080419e+01
2.0000000e+01,4.6738400e+01,8.0470130e+00,2.9769481e-02,4.8261187e-02,2.0052299e+01,2.0179930e+01
2.0100000e+01,4.7259892e+01,8.0850972e+00,2.9601208e-02,4.8035244e-02,2.0152114e+01,2.0279085e+01
2.0200000e+01,4.7303005e+01,8.1132883e+00,2.9519616e-02,4.7769485e-02,2.0252052e+01,2.0378676e+01
2.0300000e+01,4.7763849e+01,8.1507324e+00,2.9362190e-02,4.7544297e-02,2.0351869e+01,2.0477871e+01
2.0400000e+01,4.7987957e+01,8.1819538e+00,2.9254139e-02,4.7297152e-02,2.0451778e+01,2.0577344e+01
2.0500000e+01,4.8162558e+01,8.2143460e+00,2.9144593e-02,4.7054441e-02,2.0551649e+01,2.0676763e+01
2.0600000e+01,4.8663716e+01,8.2510032e+00,2.8992838e-02,4.6834371e-02,2.0651494e+01,2.0776017e+01
2.0700000e+01,4.8682702e+01,8.2793946e+00,2.8915022e-02,4.6581184e-02,2.0751422e+01,2.0875615e+01
2.0800000e+01,4.9168231e+01,8.3169389e+00,2.8762690e-02,4.6367500e-02,2.0851244e+01,2.0974839e+01
2.0900000e+01,4.9376988e+01,8.3476041e+00,2.8662525e-02,4.6130153e-02,2.0951159e+01,2.1074353e+01
2.1000000e+01,4.9573663e+01,8.3802843e+00,2.8554815e-02,4.5900083e-02,2.1051030e+01,2.1173785e+01
