nmfreq,tauO,tauO,tauO,tauO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO
3.3116462e+00,6.4619487e+00,1.1396561e+00,6.1463752e-01,2.8347464e-01,1.6254773e+00,3.2382942e+00,4.1637872e+00,4.6642002e+00,4.1173947e+00,5.6115767e+00,8.0132247e+00,1.2217432e+01
3.4275627e+00,6.1063049e+00,1.1521450e+00,6.1945057e-01,2.8352626e-01,1.6246903e+00,3.2093412e+00,4.1265935e+00,4.6393903e+00,4.2437610e+00,5.7294002e+00,8.1174822e+00,1.2312151e+01
3.4666388e+00,6.3530411e+00,1.1637004e+00,6.2066066e-01,2.8365333e-01,1.6077699e+00,3.1869822e+00,4.1224793e+00,4.6381058e+00,4.2805412e+00,5.7542413e+00,8.1340686e+00,1.2326402e+01
3.6471072e+00,9.0555312e+00,1.2230428e+00,6.2582025e-01,2.8468072e-01,1.4920711e+00,3.0774025e+00,4.1132809e+00,4.6402052e+00,4.4294721e+00,5.8409827e+00,8.1836929e+00,1.2366511e+01
3.6723886e+00,9.5335613e+00,1.2288093e+00,6.2657781e-01,2.8486576e-01,1.4764653e+00,3.0659993e+00,4.1105290e+00,4.6389084e+00,4.4494121e+00,5.8544354e+00,8.1934805e+00,1.2374977e+01
3.7142559e+00,9.8226929e+00,1.2335635e+00,6.2821720e-01,2.8515722e-01,1.4605569e+00,3.0538840e+00,4.1012829e+00,4.6334899e+00,4.4839755e+00,5.8838664e+00,8.2186953e+00,1.2397286e+01
3.9614263e+00,5.2488946e+00,1.1705585e+00,6.4469643e-01,2.8538048e-01,1.5454010e+00,3.1151264e+00,3.9462125e+00,4.5459758e+00,4.7622531e+00,6.2172295e+00,8.5489174e+00,1.2686537e+01
4.0210828e+00,4.5516392e+00,1.1758278e+00,6.4942124e-01,2.8507735e-01,1.5942185e+00,3.0984683e+00,3.9108791e+00,4.5335716e+00,4.8493817e+00,6.3062001e+00,8.6216589e+00,1.2745646e+01
4.0232073e+00,4.5390005e+00,1.1763291e+00,6.4959676e-01,2.8506672e-01,1.5953002e+00,3.0974369e+00,3.9099219e+00,4.5333843e+00,4.8522642e+00,6.3088060e+00,8.6236295e+00,1.2747202e+01
4.1128882e+00,4.5035046e+00,1.2067166e+00,6.5311472e-01,2.8485695e-01,1.5992216e+00,3.0433071e+00,3.8924548e+00,4.5279008e+00,4.9567626e+00,6.3913973e+00,8.6815592e+00,1.2796068e+01
4.3853713e+00,7.8698915e+00,1.3215640e+00,6.5646646e-01,2.8581202e-01,1.4154115e+00,2.8745536e+00,3.9034111e+00,4.5266397e+00,5.1757596e+00,6.5166868e+00,8.7571393e+00,1.2870066e+01
4.4783265e+00,9.5434126e+00,1.3457143e+00,6.5874225e-01,2.8637399e-01,1.3604747e+00,2.8357782e+00,3.8956954e+00,4.5209355e+00,5.2474155e+00,6.5669939e+00,8.7960580e+00,1.2905479e+01
4.5071163e+00,9.8214653e+00,1.3499178e+00,6.5987928e-01,2.8652766e-01,1.3490034e+00,2.8269249e+00,3.8897480e+00,4.5186213e+00,5.2714206e+00,6.5865580e+00,8.8121097e+00,1.2918883e+01
4.5700836e+00,9.5384689e+00,1.3497117e+00,6.6273423e-01,2.8679695e-01,1.3383288e+00,2.8174716e+00,3.8705426e+00,4.5084516e+00,5.3294305e+00,6.6408983e+00,8.8606568e+00,1.2961064e+01
4.7390950e+00,6.1669132e+00,1.3348529e+00,6.7437656e-01,2.8666940e-01,1.4044893e+00,2.8048586e+00,3.7836843e+00,4.4750133e+00,5.5327128e+00,6.8515755e+00,9.0423468e+00,1.3110245e+01
4.7982069e+00,5.8765024e+00,1.3479444e+00,6.7738588e-01,2.8653035e-01,1.4172739e+00,2.7825438e+00,3.7642235e+00,4.4682864e+00,5.6028663e+00,6.9156333e+00,9.0918274e+00,1.3151125e+01
4.8965181e+00,6.3691591e+00,1.3865381e+00,6.8010070e-01,2.8653000e-01,1.3955751e+00,2.7328346e+00,3.7519066e+00,4.4619236e+00,5.7000821e+00,6.9924245e+00,9.1477516e+00,1.3200656e+01
4.9760498e+00,7.4606122e+00,1.4227060e+00,6.8140343e-01,2.8672568e-01,1.3549219e+00,2.6911821e+00,3.7498399e+00,4.4583592e+00,5.7668494e+00,7.0392759e+00,9.1813265e+00,1.3232437e+01
5.0814018e+00,9.7812476e+00,1.4668321e+00,6.8313982e-01,2.8717300e-01,1.2936369e+00,2.6410875e+00,3.7470316e+00,4.4527272e+00,5.8492727e+00,7.0964702e+00,9.2243886e+00,1.3273683e+01
5.1059501e+00,9.8220750e+00,1.4750173e+00,6.8406947e-01,2.8731985e-01,1.2897859e+00,2.6304240e+00,3.7432643e+00,4.4503625e+00,5.8704419e+00,7.1145724e+00,9.2385074e+00,1.3286277e+01
5.2806766e+00,9.8226658e+00,1.4908111e+00,6.9087645e-01,2.8798254e-01,1.2550762e+00,2.5902699e+00,3.7021121e+00,4.4277989e+00,6.0297092e+00,7.2562323e+00,9.3606295e+00,1.3393677e+01
5.4114671e+00,6.5217440e+00,1.4653202e+00,7.0007512e-01,2.8765765e-01,1.3185592e+00,2.5852423e+00,3.6326908e+00,4.4029612e+00,6.1972575e+00,7.4283172e+00,9.5067046e+00,1.3512388e+01
5.4524648e+00,5.9112223e+00,1.4675624e+00,7.0292636e-01,2.8745495e-01,1.3453383e+00,2.5748841e+00,3.6123311e+00,4.3967578e+00,6.2539638e+00,7.4851321e+00,9.5510442e+00,1.3547830e+01
5.6295160e+00,6.4114544e+00,1.5387091e+00,7.0910148e-01,2.8731598e-01,1.3311007e+00,2.4981091e+00,3.5801948e+00,4.3828041e+00,6.4358100e+00,7.6424513e+00,9.6691799e+00,1.3649991e+01
5.6591804e+00,6.7592280e+00,1.5530563e+00,7.0966870e-01,2.8738463e-01,1.3173360e+00,2.4851768e+00,3.5787477e+00,4.3808984e+00,6.4601375e+00,7.6612064e+00,9.6837938e+00,1.3663874e+01
5.7284957e+00,7.7475619e+00,1.5834575e+00,7.1118077e-01,2.8765405e-01,1.2823363e+00,2.4575591e+00,3.5746493e+00,4.3763074e+00,6.5150641e+00,7.7031369e+00,9.7173901e+00,1.3695340e+01
5.8419266e+00,8.9543424e+00,1.6143369e+00,7.1390047e-01,2.8808591e-01,1.2390569e+00,2.4230758e+00,3.5615409e+00,4.3643253e+00,6.6095263e+00,7.7808855e+00,9.7840222e+00,1.3757913e+01
5.9055316e+00,8.4553604e+00,1.6145856e+00,7.1626469e-01,2.8822103e-01,1.2372546e+00,2.4119392e+00,3.5450394e+00,4.3543902e+00,6.6726939e+00,7.8394481e+00,9.8351931e+00,1.3803690e+01
6.0316242e+00,5.1590712e+00,1.5766638e+00,7.2394033e-01,2.8760716e-01,1.3444850e+00,2.4005250e+00,3.4765228e+00,4.3252097e+00,6.8566702e+00,8.0302250e+00,9.9925835e+00,1.3936198e+01
6.0317238e+00,5.1627603e+00,1.5767394e+00,7.2394723e-01,2.8761036e-01,1.3442397e+00,2.4004469e+00,3.4765172e+00,4.3252803e+00,6.8567019e+00,8.0301686e+00,9.9924740e+00,1.3935995e+01
6.1395198e+00,4.1379360e+00,1.6051309e+00,7.2993777e-01,2.8662587e-01,1.4479978e+00,2.3493914e+00,3.4272281e+00,4.3085761e+00,7.0255684e+00,8.2007020e+00,1.0115953e+01,1.4037604e+01
6.3204210e+00,5.1122404e+00,1.7493833e+00,7.3873947e-01,2.8668696e-01,1.3964986e+00,2.2553454e+00,3.4061133e+00,4.3082162e+00,7.1889681e+00,8.3381693e+00,1.0210044e+01,1.4112730e+01
6.3333100e+00,5.2459889e+00,1.7598872e+00,7.3941756e-01,2.8675544e-01,1.3887182e+00,2.2497363e+00,3.4051806e+00,4.3084518e+00,7.1982955e+00,8.3451855e+00,1.0215069e+01,1.4116526e+01
6.3976092e+00,6.0279950e+00,1.8083372e+00,7.4188547e-01,2.8703633e-01,1.3480348e+00,2.2244184e+00,3.4023261e+00,4.3076340e+00,7.2438324e+00,8.3793397e+00,1.0241657e+01,1.4139538e+01
6.5938918e+00,8.3407588e+00,1.8959205e+00,7.4650914e-01,2.8789886e-01,1.2529164e+00,2.1693589e+00,3.3879237e+00,4.2898511e+00,7.3949362e+00,8.5014324e+00,1.0349467e+01,1.4242817e+01
6.6347330e+00,8.2143915e+00,1.8987712e+00,7.4716166e-01,2.8795547e-01,1.2493940e+00,2.1616441e+00,3.3811196e+00,4.2827320e+00,7.4346000e+00,8.5374954e+00,1.0381844e+01,1.4274164e+01
6.7339682e+00,6.7970439e+00,1.8918376e+00,7.4848140e-01,2.8764560e-01,1.2799490e+00,2.1427605e+00,3.3566589e+00,4.2607252e+00,7.5528439e+00,8.6520315e+00,1.0480544e+01,1.4368945e+01
6.7567435e+00,6.4517940e+00,1.8926064e+00,7.4881690e-01,2.8748988e-01,1.2930021e+00,2.1366151e+00,3.3500648e+00,4.2555122e+00,7.5835718e+00,8.6826277e+00,1.0505571e+01,1.4392613e+01
6.7856893e+00,6.1039492e+00,1.8984261e+00,7.4971736e-01,2.8730759e-01,1.3095654e+00,2.1269510e+00,3.3409629e+00,4.2501806e+00,7.6227311e+00,8.7215216e+00,1.0536097e+01,1.4420019e+01
6.8514772e+00,5.7505304e+00,1.9354078e+00,7.5230250e-01,2.8692957e-01,1.3365543e+00,2.0982283e+00,3.3234402e+00,4.2418209e+00,7.7062708e+00,8.8032102e+00,1.0597186e+01,1.4473585e+01
7.0925569e+00,8.8832763e+00,2.2646339e+00,7.7475176e-01,2.8753916e-01,1.2765602e+00,1.9728039e+00,3.2736912e+00,4.2552769e+00,7.9238075e+00,8.9926012e+00,1.0719052e+01,1.4547901e+01
7.1057905e+00,9.3015359e+00,2.2849266e+00,7.7586946e-01,2.8762327e-01,1.2693996e+00,1.9669468e+00,3.2719964e+00,4.2558746e+00,7.9335042e+00,9.0003146e+00,1.0724378e+01,1.4551412e+01
7.1086425e+00,9.4110524e+00,2.2894714e+00,7.7623497e-01,2.8764469e-01,1.2676061e+00,1.9656966e+00,3.2713349e+00,4.2562798e+00,7.9355234e+00,9.0018411e+00,1.0725291e+01,1.4551541e+01
7.1139626e+00,9.5914371e+00,2.2979640e+00,7.7674738e-01,2.8767720e-01,1.2647740e+00,1.9632429e+00,3.2704921e+00,4.2566690e+00,7.9394142e+00,9.0049162e+00,1.0727318e+01,1.4552583e+01
7.3165500e+00,9.8226948e+00,2.6019249e+00,7.9616790e-01,2.8966395e-01,1.2560118e+00,1.8601074e+00,3.2297668e+00,4.2538213e+00,8.1117234e+00,9.1592457e+00,1.0835042e+01,1.4629497e+01
7.4471848e+00,9.8226948e+00,2.6317172e+00,7.9695051e-01,2.8995070e-01,1.2369685e+00,1.8361922e+00,3.2157386e+00,4.2304695e+00,8.2319120e+00,9.2677405e+00,1.0935561e+01,1.4731285e+01
7.4529294e+00,9.8226948e+00,2.6308664e+00,7.9695708e-01,2.8994985e-01,1.2361844e+00,1.8356573e+00,3.2149725e+00,4.2293282e+00,8.2375238e+00,9.2728689e+00,1.0940449e+01,1.4736208e+01
7.5229168e+00,9.8226948e+00,2.6300315e+00,7.9628282e-01,2.8980785e-01,1.2293502e+00,1.8267880e+00,3.2068812e+00,4.2149444e+00,8.3084927e+00,9.3382982e+00,1.1001392e+01,1.4798653e+01
7.5760540e+00,9.8226948e+00,2.6453811e+00,7.9641089e-01,2.8964288e-01,1.2279091e+00,1.8168818e+00,3.1995932e+00,4.2051785e+00,8.3645294e+00,9.3908000e+00,1.1047999e+01,1.4845041e+01
7.6133470e+00,9.8226948e+00,2.6714027e+00,7.9765434e-01,2.8956522e-01,1.2289963e+00,1.8069540e+00,3.1927544e+00,4.2001710e+00,8.4041608e+00,9.4282493e+00,1.1079256e+01,1.4874060e+01
7.7111603e+00,1.3056682e+00,1.0049357e+00,5.5036399e-01,2.7639491e-01,2.5061678e+00,2.6853296e+00,3.2004947e+00,3.0202857e+00,9.1897770e+00,1.0928324e+01,1.3403241e+01,1.8637800e+01
7.7566890e+00,1.3156701e+00,1.0064554e+00,5.5093542e-01,2.7643906e-01,2.4893928e+00,2.6808151e+00,3.1962804e+00,3.0184316e+00,9.2277264e+00,1.0959100e+01,1.3430903e+01,1.8662746e+01
7.7892355e+00,1.3232119e+00,1.0072683e+00,5.5130099e-01,2.7649185e-01,2.4769353e+00,2.6782153e+00,3.1933499e+00,3.0168699e+00,9.2545284e+00,1.0980879e+01,1.3450845e+01,1.8680967e+01
7.8808270e+00,1.3453299e+00,1.0080639e+00,5.5234969e-01,2.7664821e-01,2.4405836e+00,2.6739042e+00,3.1842270e+00,3.0120902e+00,9.3289876e+00,1.1041913e+01,1.3508407e+01,1.8733821e+01
8.0198940e+00,1.3748604e+00,1.0102395e+00,5.5381894e-01,2.7698405e-01,2.3913274e+00,2.6646074e+00,3.1699321e+00,3.0033157e+00,9.4443402e+00,1.1138849e+01,1.3599617e+01,1.8818776e+01
8.0315080e+00,1.3767853e+00,1.0106827e+00,5.5395229e-01,2.7701377e-01,2.3879750e+00,2.6632254e+00,3.1687088e+00,3.0025486e+00,9.4543503e+00,1.1147413e+01,1.3607457e+01,1.8826049e+01
8.0329779e+00,1.3770412e+00,1.0107465e+00,5.5395842e-01,2.7701782e-01,2.3875381e+00,2.6630454e+00,3.1686006e+00,3.0024221e+00,9.4556083e+00,1.1148486e+01,1.3608458e+01,1.8827087e+01
8.1172007e+00,1.3884540e+00,1.0158235e+00,5.5489074e-01,2.7716602e-01,2.3672277e+00,2.6489755e+00,3.1600486e+00,2.9970800e+00,9.5305467e+00,1.1213012e+01,1.3665826e+01,1.8880552e+01
8.1628405e+00,1.3931938e+00,1.0200513e+00,5.5541775e-01,2.7722992e-01,2.3586858e+00,2.6383827e+00,3.1558289e+00,2.9944314e+00,9.5726311e+00,1.1249244e+01,1.3696675e+01,1.8909185e+01
8.2745079e+00,1.4057702e+00,1.0335238e+00,5.5701766e-01,2.7726524e-01,2.3389970e+00,2.6077211e+00,3.1465027e+00,2.9901649e+00,9.6768357e+00,1.1337426e+01,1.3768337e+01,1.8973560e+01
8.2748683e+00,1.4058538e+00,1.0336111e+00,5.5706775e-01,2.7726078e-01,2.3388709e+00,2.6075671e+00,3.1463856e+00,2.9903309e+00,9.6771190e+00,1.1337600e+01,1.3768298e+01,1.8973175e+01
8.3107382e+00,1.4117205e+00,1.0380661e+00,5.5764868e-01,2.7724314e-01,2.3310203e+00,2.5981031e+00,3.1436522e+00,2.9895795e+00,9.7099936e+00,1.1364724e+01,1.3789928e+01,1.8991959e+01
8.3662413e+00,1.4235613e+00,1.0445414e+00,5.5868836e-01,2.7720842e-01,2.3160183e+00,2.5851091e+00,3.1395769e+00,2.9890957e+00,9.7593307e+00,1.1404540e+01,1.3821639e+01,1.9018667e+01
8.4364738e+00,1.4440573e+00,1.0509852e+00,5.6011958e-01,2.7716668e-01,2.2912566e+00,2.5731105e+00,3.1344496e+00,2.9891978e+00,9.8186895e+00,1.1451105e+01,1.3859499e+01,1.9049341e+01
8.4378197e+00,1.4445711e+00,1.0511402e+00,5.6022318e-01,2.7716454e-01,2.2906573e+00,2.5728177e+00,3.1342011e+00,2.9894827e+00,9.8197586e+00,1.1451820e+01,1.3859780e+01,1.9048922e+01
8.4444134e+00,1.4468762e+00,1.0515489e+00,5.6030018e-01,2.7715260e-01,2.2879175e+00,2.5721394e+00,3.1338146e+00,2.9893662e+00,9.8251125e+00,1.1456006e+01,1.3863480e+01,1.9052259e+01
8.4813245e+00,1.4604871e+00,1.0538035e+00,5.6103006e-01,2.7715263e-01,2.2719747e+00,2.5684189e+00,3.1312762e+00,2.9893348e+00,9.8546756e+00,1.1478664e+01,1.3882804e+01,1.9068059e+01
8.4890707e+00,1.4636007e+00,1.0541329e+00,5.6117773e-01,2.7715813e-01,2.2683473e+00,2.5679422e+00,3.1307027e+00,2.9893435e+00,9.8607300e+00,1.1483278e+01,1.3886828e+01,1.9071338e+01
8.5198707e+00,1.4764528e+00,1.0552775e+00,5.6189477e-01,2.7714795e-01,2.2534687e+00,2.5664256e+00,3.1281958e+00,2.9895950e+00,9.8844640e+00,1.1501198e+01,1.3902599e+01,1.9083582e+01
8.5301457e+00,1.4810202e+00,1.0556533e+00,5.6216427e-01,2.7715283e-01,2.2482508e+00,2.5659655e+00,3.1273088e+00,2.9898655e+00,9.8922246e+00,1.1506949e+01,1.3907456e+01,1.9086875e+01
8.6514624e+00,1.5405443e+00,1.0557319e+00,5.6481936e-01,2.7727807e-01,2.1815745e+00,2.5687886e+00,3.1170919e+00,2.9897007e+00,9.9806816e+00,1.1573129e+01,1.3969715e+01,1.9136226e+01
8.7467129e+00,1.5886275e+00,1.0543440e+00,5.6681666e-01,2.7747684e-01,2.1292075e+00,2.5730561e+00,3.1084113e+00,2.9883498e+00,1.0049248e+01,1.1625571e+01,1.4020699e+01,1.9177666e+01
8.7845534e+00,1.6056432e+00,1.0540184e+00,5.6758901e-01,2.7757555e-01,2.1106433e+00,2.5737859e+00,3.1046205e+00,2.9873323e+00,1.0077522e+01,1.1648046e+01,1.4042419e+01,1.9195850e+01
8.8485894e+00,1.6288362e+00,1.0545444e+00,5.6868008e-01,2.7775005e-01,2.0847308e+00,2.5719131e+00,3.0980772e+00,2.9845165e+00,1.0128228e+01,1.1690057e+01,1.4082272e+01,1.9230786e+01
8.8659304e+00,1.6336454e+00,1.0549966e+00,5.6893181e-01,2.7780152e-01,2.0791188e+00,2.5705872e+00,3.0962479e+00,2.9835270e+00,1.0142705e+01,1.1702441e+01,1.4093787e+01,1.9241171e+01
8.8800275e+00,1.6370515e+00,1.0554577e+00,5.6912838e-01,2.7783702e-01,2.0750375e+00,2.5692362e+00,3.0947297e+00,2.9826576e+00,1.0154754e+01,1.1712857e+01,1.4103421e+01,1.9249936e+01
8.9374761e+00,1.6465877e+00,1.0587346e+00,5.6992807e-01,2.7796765e-01,2.0626847e+00,2.5605519e+00,3.0883350e+00,2.9790529e+00,1.0206228e+01,1.1758094e+01,1.4143895e+01,1.9286640e+01
8.9566529e+00,1.6481970e+00,1.0601551e+00,5.7002800e-01,2.7801708e-01,2.0601346e+00,2.5568201e+00,3.0865404e+00,2.9771505e+00,1.0224336e+01,1.1774431e+01,1.4158741e+01,1.9301487e+01
9.0475858e+00,1.6544702e+00,1.0706662e+00,5.7104563e-01,2.7813101e-01,2.0514433e+00,2.5330915e+00,3.0777876e+00,2.9710173e+00,1.0312482e+01,1.1852970e+01,1.4225467e+01,1.9363956e+01
9.2314485e+00,1.7088214e+00,1.1001853e+00,5.7492860e-01,2.7794382e-01,2.0103010e+00,2.4832270e+00,3.0657345e+00,2.9704439e+00,1.0479857e+01,1.1990874e+01,1.4332720e+01,1.9452652e+01
9.2694240e+00,1.7313279e+00,1.1058264e+00,5.7609036e-01,2.7787953e-01,1.9941990e+00,2.4761731e+00,3.0638388e+00,2.9721900e+00,1.0510354e+01,1.2013632e+01,1.4349807e+01,1.9464144e+01
9.3387703e+00,1.7822854e+00,1.1150008e+00,5.7841196e-01,2.7777790e-01,1.9586799e+00,2.4666146e+00,3.0606800e+00,2.9763678e+00,1.0562585e+01,1.2050781e+01,1.4377708e+01,1.9480635e+01
9.5143152e+00,1.9487681e+00,1.1303971e+00,5.8446254e-01,2.7775692e-01,1.8508411e+00,2.4573320e+00,3.0523387e+00,2.9861026e+00,1.0683832e+01,1.2133573e+01,1.4445635e+01,1.9520320e+01
9.5920681e+00,2.0215663e+00,1.1349460e+00,5.8699223e-01,2.7788565e-01,1.8064569e+00,2.4546342e+00,3.0471450e+00,2.9882544e+00,1.0738589e+01,1.2173336e+01,1.4480647e+01,1.9543975e+01
9.5964139e+00,2.0251899e+00,1.1352101e+00,5.8711027e-01,2.7789608e-01,1.8042486e+00,2.4543698e+00,3.0468835e+00,2.9882683e+00,1.0741782e+01,1.2175745e+01,1.4482787e+01,1.9545643e+01
9.6199546e+00,2.0438178e+00,1.1364274e+00,5.8775825e-01,2.7794780e-01,1.7928760e+00,2.4531214e+00,3.0450296e+00,2.9882814e+00,1.0759390e+01,1.2189431e+01,1.4495078e+01,1.9555020e+01
9.8908377e+00,2.0946767e+00,1.1597219e+00,5.9149645e-01,2.7854458e-01,1.7529901e+00,2.4049634e+00,3.0161774e+00,2.9694700e+00,1.1011690e+01,1.2416328e+01,1.4696168e+01,1.9740368e+01
9.9295797e+00,2.1013973e+00,1.1667336e+00,5.9201119e-01,2.7855086e-01,1.7506975e+00,2.3936183e+00,3.0129697e+00,2.9673662e+00,1.1050148e+01,1.2450906e+01,1.4724608e+01,1.9766460e+01
1.0151129e+01,2.2939862e+00,1.2171913e+00,5.9809072e-01,2.7823818e-01,1.6797790e+00,2.3372205e+00,3.0041131e+00,2.9727463e+00,1.1239687e+01,1.2602604e+01,1.4839305e+01,1.9853374e+01
1.0243170e+01,2.4399663e+00,1.2366140e+00,6.0138203e-01,2.7816836e-01,1.6295466e+00,2.3219482e+00,3.0023225e+00,2.9783877e+00,1.1306860e+01,1.2650238e+01,1.4874910e+01,1.9874257e+01
